City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Ormond Beach,US,29.2858,-81.0559,79.09,85,40,5.99,scattered clouds
465,Ikongo,MG,-21.8833,47.4333,61.63,97,72,1.74,broken clouds
466,Darhan,MN,49.4867,105.9228,65.12,46,100,6.87,overcast clouds
467,Ridgecrest,US,35.6225,-117.6709,87.66,28,0,11.99,clear sky
468,Bonavista,CA,48.6499,-53.1147,42.76,69,99,17.54,overcast clouds
469,Gusau,NG,12.1628,6.6614,79.05,59,100,6.26,overcast clouds
470,Fort Nelson,CA,58.8053,-122.7002,56.79,94,100,3.44,light rain
471,Yate,GB,51.5407,-2.4184,54.23,96,100,3.44,overcast clouds
472,Vila Velha,BR,-20.3297,-40.2925,61.95,93,75,5.75,broken clouds
473,Bristol,US,41.8334,-71.1662,60.42,82,38,3.36,scattered clouds
474,Dudinka,RU,69.4058,86.1778,33.62,51,8,5.73,clear sky
475,Olafsvik,IS,64.8945,-23.7142,41.61,54,83,12.93,broken clouds
476,Innisfail,AU,-17.5333,146.0333,78.44,78,99,5.28,light rain
477,Puerto Rico,AR,-26.796,-55.024,60.82,99,99,3.4,overcast clouds
478,Khon Kaen,TH,16.5,102.0833,88.16,58,93,2.91,overcast clouds
479,Sao Carlos,BR,-22.0175,-47.8908,60.39,71,3,5.1,clear sky
480,Flin Flon,CA,54.7682,-101.865,49.19,58,21,0.96,few clouds
481,Imbituba,BR,-28.24,-48.6703,62.1,99,100,5.99,overcast clouds
482,San Cristobal,VE,7.7669,-72.225,68.18,98,100,2.62,overcast clouds
483,Totness,SR,5.8833,-56.3167,76.28,90,100,10.92,moderate rain
484,Yeppoon,AU,-23.1333,150.7333,73.18,74,92,9.78,overcast clouds
485,Coahuayana,MX,18.7333,-103.6833,76.15,86,96,2.48,overcast clouds
486,Snyder,US,32.7179,-100.9176,86.34,19,0,4.61,clear sky
487,Verkhniy Uslon,RU,55.7701,48.9823,59.22,85,100,3.0,overcast clouds
488,Nouadhibou,MR,20.931,-17.0347,67.98,77,62,21.85,broken clouds
489,Moosomin,CA,50.1333,-101.6677,46.42,73,100,10.87,overcast clouds
490,Pangkalanbuun,ID,-2.6833,111.6167,81.64,86,69,2.91,broken clouds
491,Mahibadhoo,MV,3.7833,72.9667,82.58,73,100,10.36,overcast clouds
492,Sosnovka,RU,56.255,51.2842,58.05,83,100,1.83,overcast clouds
493,Ambanja,MG,-13.6833,48.45,67.93,84,9,4.38,clear sky
494,Waingapu,ID,-9.6567,120.2641,86.68,63,53,10.56,broken clouds
495,Tiznit,MA,29.5833,-9.5,66.18,68,97,1.95,overcast clouds
496,Termiz,UZ,37.2242,67.2783,77.09,33,0,4.61,clear sky
497,Haines Junction,CA,60.7522,-137.5108,67.95,40,68,5.75,broken clouds
498,Bartica,GY,6.4,-58.6167,73.72,99,100,2.28,heavy intensity rain
499,Terra Santa,BR,-2.1042,-56.4869,73.4,97,97,1.86,overcast clouds
500,Russell,US,32.3502,-85.1999,76.6,94,0,0.0,clear sky
501,San Fernando,PH,15.0286,120.6898,92.93,48,66,6.29,broken clouds
502,Praia,CV,14.9215,-23.5087,72.14,83,20,20.71,few clouds
503,Hobyo,SO,5.3505,48.5268,78.06,82,81,20.13,broken clouds
504,Boende,CD,-0.2167,20.8667,70.61,94,99,2.62,overcast clouds
505,Biak,ID,-0.9131,122.8766,83.62,67,29,2.3,scattered clouds
506,Dwarka,IN,22.2394,68.9678,83.08,74,45,12.3,scattered clouds
507,Enterprise,US,36.0252,-115.2419,95.54,16,20,13.8,few clouds
508,Kurilsk,RU,45.2333,147.8833,46.09,77,74,2.73,broken clouds
509,Turukhansk,RU,65.8167,87.9833,43.45,50,63,5.35,broken clouds
510,Pakxan,LA,18.3778,103.6601,85.84,70,100,3.04,overcast clouds
511,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,63.9,99,100,5.44,light rain
512,Zeya,RU,53.75,127.2667,80.64,32,59,4.65,broken clouds
513,Carupano,VE,10.6678,-63.2585,76.28,91,4,6.89,clear sky
514,Mocuba,MZ,-16.8392,36.9856,61.52,98,63,4.65,broken clouds
515,Adrar,MR,20.5022,-10.0711,87.75,12,98,17.6,overcast clouds
516,Nabire,ID,-3.3667,135.4833,84.61,65,9,4.63,clear sky
517,Talcahuano,CL,-36.7167,-73.1167,51.48,100,100,12.66,overcast clouds
518,Neyshabur,IR,36.2133,58.7958,72.32,17,0,2.68,clear sky
519,Bay Roberts,CA,47.5999,-53.2648,48.06,63,99,3.0,overcast clouds
520,Bodden Town,KY,19.2833,-81.25,82.4,82,20,5.99,few clouds
521,Nybro,SE,56.7446,15.9071,49.05,71,99,3.15,overcast clouds
522,Mapiripan,CO,2.8892,-72.1256,72.39,95,100,3.06,overcast clouds
523,Jiguani,CU,20.3667,-76.4272,78.58,84,99,6.2,overcast clouds
524,Keshod,IN,21.3,70.25,84.97,64,6,6.76,clear sky
525,San Luis,AR,-33.295,-66.3356,47.1,63,0,5.84,clear sky
526,Morehead,US,37.2711,-87.1764,70.0,84,0,0.0,clear sky
527,Faro,PT,37.0194,-7.9322,68.18,49,0,2.3,clear sky
528,Lagunas,PE,-5.2269,-75.6753,72.5,92,100,2.06,overcast clouds
529,Ambunti,PG,-4.2365,142.8448,91.81,51,36,1.77,scattered clouds
530,Astana,KZ,51.1801,71.446,60.75,44,0,11.18,clear sky
531,Cheney,US,47.4874,-117.5758,62.76,75,75,4.61,shower rain
532,Aswan,EG,24.0934,32.907,84.74,21,9,9.57,clear sky
533,Vestmannaeyjar,IS,63.4427,-20.2734,48.33,86,100,6.11,overcast clouds
534,Hamilton,US,39.1834,-84.5333,72.05,71,40,0.0,scattered clouds
535,Tambura,SS,5.6,27.4667,66.38,95,10,4.36,light rain
536,Plaster Rock,CA,46.9065,-67.39,52.32,98,98,0.83,overcast clouds
537,Shablykino,RU,52.8566,35.1964,50.41,90,0,6.64,clear sky
538,Mahajanga,MG,-15.7167,46.3167,71.62,83,75,4.61,broken clouds
539,Manaus,BR,-3.1019,-60.025,73.89,94,0,1.14,clear sky
540,Srivardhan,IN,18.0333,73.0167,85.32,68,83,1.48,broken clouds
541,Sao Filipe,CV,14.8961,-24.4956,75.45,73,1,11.3,clear sky
542,Aranos,NA,-24.1333,19.1167,49.6,37,100,8.81,overcast clouds
543,La Palma,US,33.8464,-118.0467,75.47,77,0,8.05,clear sky
544,Ravar,IR,31.2656,56.8055,83.17,11,0,3.22,clear sky
545,Dunedin,NZ,-45.8742,170.5036,54.63,71,0,5.3,clear sky
546,Majene,ID,-3.5403,118.9707,85.53,65,7,6.64,clear sky
547,Te Anau,NZ,-45.4167,167.7167,53.15,80,34,3.51,scattered clouds
548,Mandan,US,46.8267,-100.8896,58.98,90,75,4.61,light rain
549,Khandyga,RU,62.6667,135.6,83.25,23,51,8.12,broken clouds
550,Adamas,GR,36.7333,24.4333,72.57,79,1,9.06,clear sky
551,Salinopolis,BR,-0.6136,-47.3561,77.86,85,100,7.4,overcast clouds
552,Siocon,PH,7.7061,122.1353,86.02,65,42,3.78,scattered clouds
553,Palana,RU,59.1167,159.9667,46.74,77,96,7.38,overcast clouds
554,Sahiwal,PK,30.6667,73.1,106.0,11,0,6.44,clear sky
555,San Joaquin,US,37.9333,-121.3011,79.05,55,0,9.22,clear sky
556,Rocha,UY,-34.4833,-54.3333,48.38,96,71,4.23,broken clouds
557,Dhenkanal,IN,20.6667,85.6,96.26,50,71,11.63,broken clouds
558,Bahia Honda,CU,22.9036,-83.1592,77.59,85,90,0.69,overcast clouds
559,Kloulklubed,PW,7.0419,134.2556,75.7,71,99,8.25,heavy intensity rain
560,Mazagao,BR,-0.115,-51.2894,72.88,97,97,2.71,overcast clouds
561,Sistranda,NO,63.7256,8.834,42.76,71,48,5.88,scattered clouds
562,Raahe,FI,64.6833,24.4833,48.29,74,8,9.57,clear sky
563,Sungurlu,TR,40.1675,34.3739,64.18,70,50,2.55,scattered clouds
564,Lakatoro,VU,-16.0999,167.4164,82.89,65,43,12.93,scattered clouds
565,Careiro Da Varzea,BR,-3.2003,-59.8119,74.01,97,100,5.66,overcast clouds
566,Clearwater,US,27.9659,-82.8001,82.38,78,40,8.99,scattered clouds
567,Snezhnogorsk,RU,69.1933,33.2531,44.38,86,100,25.99,moderate rain
568,Kitimat,CA,54.0524,-128.6534,57.58,24,100,1.01,light rain
569,Puerto Madryn,AR,-42.7692,-65.0385,55.36,55,91,23.49,overcast clouds
570,Shanghai,CN,31.2222,121.4581,83.88,66,0,6.71,clear sky
571,Grindavik,IS,63.8424,-22.4338,44.55,65,75,13.8,broken clouds
572,Cockburn Town,TC,21.4612,-71.1419,81.45,85,100,12.55,overcast clouds
573,Omboue,GA,-1.5746,9.2618,72.36,96,99,3.06,overcast clouds
574,Holstebro,DK,56.3601,8.6161,55.81,82,100,12.03,overcast clouds
575,Yelabuga,RU,55.7613,52.0649,58.55,73,100,2.89,overcast clouds
576,Zhanaozen,KZ,43.3,52.8,84.0,16,54,14.18,broken clouds
577,Kirakira,SB,-10.4544,161.9205,83.12,77,42,12.48,scattered clouds
578,Luderitz,NA,-26.6481,15.1594,69.13,28,0,20.98,clear sky
579,Palmares Do Sul,BR,-30.2578,-50.5097,62.29,97,100,3.65,light rain
580,Brigantine,US,39.4101,-74.3646,64.0,76,0,0.0,clear sky
581,Kamsack,CA,51.5667,-101.9009,42.08,78,13,7.14,few clouds
582,Amudat,UG,1.95,34.95,64.67,79,87,1.28,overcast clouds
583,Micheweni,TZ,-4.9667,39.8333,74.79,84,100,16.15,light rain
584,Huambo,AO,-12.7761,15.7392,45.09,65,40,2.39,scattered clouds
585,Progreso,MX,21.2833,-89.6667,79.11,84,55,7.81,broken clouds
586,Naze,JP,28.3667,129.4833,72.52,95,100,11.43,light rain
587,Tura,IN,25.5198,90.2201,81.27,83,48,6.2,light rain
588,Whitefish,US,48.4111,-114.3376,56.41,91,0,0.0,clear sky
589,Pahrump,US,36.2083,-115.9839,88.84,16,12,5.01,few clouds
590,Punto Fijo,VE,11.6956,-70.1996,80.15,85,2,26.55,clear sky
591,Kholtoson,RU,50.2981,103.3097,70.66,25,100,11.25,overcast clouds
592,Kalininsk,RU,51.5,44.4758,56.8,90,100,10.76,overcast clouds
593,Almaznyy,RU,48.0448,40.045,60.87,83,26,12.86,scattered clouds
594,Svetlaya,RU,46.5389,138.3297,52.47,64,25,6.29,scattered clouds
595,Bom Jesus,BR,-9.0744,-44.3586,68.79,75,0,3.58,clear sky
596,Sur,OM,22.5667,59.5289,92.7,41,0,5.14,clear sky
597,Goderich,CA,43.7501,-81.7165,57.52,88,100,5.75,light rain
598,Estelle,US,29.8458,-90.1067,80.6,78,0,3.44,clear sky
599,Teluk Nibung,ID,3.001,99.8164,87.17,61,81,3.83,moderate rain
600,Parsabad,IR,39.6482,47.9174,70.12,78,0,6.91,clear sky
601,Ambon,ID,-3.6954,128.1814,89.74,66,40,4.61,scattered clouds
602,Rio Grande,BR,-32.035,-52.0986,59.95,94,100,3.67,light rain
603,Pozoblanco,ES,38.3791,-4.8483,58.03,47,38,2.35,scattered clouds
604,Miastko,PL,54.0028,16.9826,54.73,81,100,7.36,overcast clouds
605,Lucea,JM,18.451,-78.1736,84.06,82,67,8.21,broken clouds
606,Neuquen,AR,-38.9516,-68.0591,53.49,50,0,6.91,clear sky
607,Kipini,KE,-2.5257,40.5262,75.49,84,97,19.1,light rain
608,Azovo,RU,54.6997,73.0237,56.95,43,18,7.36,few clouds
609,Nuevo Progreso,MX,23.1667,-97.95,79.54,66,0,6.26,clear sky
610,Tessalit,ML,20.1986,1.0114,87.76,9,1,8.9,clear sky
611,Port Blair,IN,11.6667,92.75,80.64,89,100,3.44,mist
612,Avera,US,33.194,-82.5271,72.91,47,79,7.18,broken clouds
613,Hinton,CA,53.4001,-117.5857,49.98,94,100,3.38,overcast clouds
614,Morondava,MG,-20.2833,44.2833,67.93,71,0,6.06,clear sky
615,Maldonado,UY,-34.6667,-54.9167,49.39,95,80,2.48,broken clouds
616,Panjakent,TJ,39.4952,67.6093,76.28,33,0,2.75,clear sky
617,Rojhan,PK,28.6868,69.9534,101.25,22,0,5.77,clear sky
618,Akyab,MM,20.15,92.9,84.51,73,52,6.62,broken clouds
619,Troyes,FR,48.3333,4.0833,59.05,82,0,8.05,clear sky
620,Mezen,RU,65.8522,44.24,58.21,77,34,6.11,scattered clouds
621,Port Macquarie,AU,-31.4333,152.9167,69.89,40,0,10.33,clear sky
622,Corrente,BR,-3.7367,-43.3394,71.83,99,100,0.43,overcast clouds
623,Marawi,PH,7.9986,124.2928,83.28,56,96,2.82,overcast clouds
624,Amapa,BR,1.0,-52.0,70.47,99,99,1.43,overcast clouds
625,Coos Bay,US,43.3665,-124.2179,61.0,93,100,8.05,overcast clouds
626,Umm Lajj,SA,25.0213,37.2685,85.26,47,23,7.0,few clouds
627,Lamu,KE,-2.2717,40.902,75.42,82,90,15.55,overcast clouds
628,Baghdad,IQ,33.3406,44.4009,84.11,24,21,3.44,dust
629,Chinsali,ZM,-10.5414,32.0816,53.96,81,42,9.91,scattered clouds
630,Latung,PH,5.5,120.8833,83.01,70,100,3.47,overcast clouds
631,Davila,PH,18.4726,120.5763,89.58,70,74,16.44,broken clouds
632,South River,US,40.4465,-74.386,68.27,61,11,4.32,few clouds
633,Filingue,NE,14.3521,3.3168,84.15,50,97,17.11,overcast clouds
634,Tutoia,BR,-2.7619,-42.2744,75.24,90,99,8.68,overcast clouds
635,Shigony,RU,53.3875,48.6777,57.06,98,100,9.06,moderate rain
636,Mastic Beach,US,40.7668,-72.8521,62.8,78,0,3.0,clear sky
637,Kijang,KR,35.2442,129.2139,74.93,73,51,8.41,broken clouds
638,Selkirk,CA,50.1436,-96.8845,55.47,85,12,8.19,few clouds
639,Necochea,AR,-38.5473,-58.7368,46.71,74,13,7.7,few clouds
640,Pemba,MZ,-12.974,40.5178,66.9,100,20,8.05,few clouds
641,Clinton,US,42.587,-82.9199,66.22,65,75,6.91,broken clouds
642,Solnechnyy,RU,50.7214,136.6319,71.26,34,11,6.02,few clouds
643,Palmer,US,42.1584,-72.3287,59.86,79,20,3.44,few clouds
644,Snasa,NO,64.2457,12.3778,41.52,74,92,3.51,overcast clouds
645,Vostok,RU,46.4856,135.8833,66.25,31,75,9.51,broken clouds
646,Takoradi,GH,4.8845,-1.7554,76.42,89,95,5.37,light rain
647,Diffa,NE,13.3154,12.6113,80.67,49,50,2.33,scattered clouds
648,Port-Gentil,GA,-0.7193,8.7815,75.4,88,100,6.89,overcast clouds
649,Brainerd,US,46.358,-94.2008,64.65,55,0,0.0,clear sky
650,Luba,GQ,3.4568,8.5547,76.51,88,100,4.34,moderate rain
651,Luau,AO,-10.7073,22.2247,51.89,60,0,4.76,clear sky
652,Fairview,US,40.8126,-73.999,67.62,50,0,6.91,clear sky
653,Kavaratti,IN,10.5669,72.642,82.83,75,100,11.07,overcast clouds
654,Berdigestyakh,RU,62.0989,126.6992,83.55,25,14,2.91,few clouds
655,Severnyy,RU,50.677,36.5532,55.44,82,0,6.71,clear sky
656,Belle Fourche,US,44.6714,-103.8522,63.91,79,49,2.1,scattered clouds
657,Mount Gambier,AU,-37.8333,140.7667,50.74,71,95,13.67,overcast clouds
658,Deputatskiy,RU,69.3,139.9,60.93,53,89,9.86,overcast clouds
659,Balakhta,RU,55.38,91.6,41.72,96,100,13.29,light rain
660,Quelimane,MZ,-17.8786,36.8883,66.15,94,75,8.05,broken clouds
661,San Antonio,US,29.4241,-98.4936,88.32,45,0,18.41,clear sky
662,Gayny,RU,60.3071,54.3241,58.57,67,48,5.1,scattered clouds
663,Seymchan,RU,62.8833,152.4333,60.55,35,100,15.05,overcast clouds
664,Ossora,RU,59.2353,163.0719,49.62,78,96,11.34,overcast clouds
665,Qui Nhon,VN,13.7667,109.2333,91.58,55,26,4.88,scattered clouds
666,Charters Towers,AU,-20.1,146.2667,79.68,52,100,1.88,light rain
667,Mahon,ES,39.8885,4.2658,68.56,83,0,8.05,clear sky
668,Umm Kaddadah,SD,13.6017,26.6876,79.12,19,86,2.26,overcast clouds
669,Alofi,NU,-19.0595,-169.9187,82.29,78,69,6.91,broken clouds
670,Esso,RU,55.9333,158.7,60.87,49,46,4.63,light rain
671,Blagoyevo,RU,63.3667,47.9167,59.95,67,72,3.83,broken clouds
672,Road Town,VG,18.4167,-64.6167,82.49,78,39,17.09,scattered clouds
673,Ugoofaaru,MV,5.6667,73.0,82.17,77,98,12.84,overcast clouds
674,Bilma,NE,18.6853,12.9164,85.59,34,100,8.08,overcast clouds
675,Mamou,GN,10.5,-12.0,68.81,98,100,2.04,light rain
676,Iwanai,JP,42.9744,140.5089,59.67,63,100,1.59,overcast clouds
677,Kieta,PG,-6.2167,155.6333,84.2,68,87,4.32,light rain
678,Sharkan,RU,57.2989,53.8712,59.43,76,100,2.06,overcast clouds
679,Tias,ES,28.9611,-13.645,65.88,73,40,13.8,scattered clouds
680,Blacksburg,US,37.2296,-80.4139,60.78,83,0,0.0,clear sky
681,Mattru,SL,7.6244,-11.8332,73.8,98,100,1.99,overcast clouds
682,Port Hueneme,US,34.1478,-119.1951,76.78,80,0,10.36,clear sky
683,Chifeng,CN,42.2683,118.9636,51.76,80,100,15.57,overcast clouds
684,Mwingi,KE,-0.9344,38.0601,62.01,83,83,3.13,broken clouds
685,Zhigansk,RU,66.7697,123.3711,69.26,38,100,8.23,overcast clouds
686,Klaksvik,FO,62.2266,-6.589,50.92,88,92,6.67,overcast clouds
687,Priargunsk,RU,50.3691,119.1012,71.87,29,2,8.46,clear sky
688,Kysyl-Syr,RU,63.8986,122.7617,80.83,34,100,9.44,overcast clouds
689,Carballo,ES,43.213,-8.691,62.29,88,100,7.85,overcast clouds
690,Sovetskiy,RU,61.3614,63.5842,54.34,38,4,3.76,clear sky
691,San Juan,AR,-31.5375,-68.5364,50.59,53,0,3.31,clear sky
692,Austin,US,30.2672,-97.7431,86.99,61,0,17.27,clear sky
693,Erzurum,TR,40.0,41.5,47.88,41,0,0.65,clear sky
694,Shamary,RU,57.3434,58.2199,56.98,74,100,6.69,overcast clouds
695,Lincoln,US,40.8,-96.667,69.71,94,40,1.01,scattered clouds
696,Eureka,US,40.8021,-124.1637,60.67,87,84,3.0,broken clouds
697,Sunnyside,US,46.3237,-120.0087,67.84,52,40,12.66,scattered clouds
698,Kovur,IN,14.4833,79.9833,93.42,42,99,14.05,overcast clouds
